id	name	sport	event	sex	birthyear	height	weight	team	noc	games	year	season	city	medal
40656	Cathrine Margrethe Gjerpen	Sailing	Sailing Women's One Person Dinghy	F	1988	173	66	Norway	NOR	2008 Summer	2008	Summer	Beijing	NA
40663	Konstantinos "Kostas" Gkaripis	Weightlifting	Weightlifting Men's Middle-Heavyweight	M	1981	172	94	Greece	GRE	2008 Summer	2008	Summer	Beijing	NA
40676	aneta Glanc	Athletics	Athletics Women's Discus Throw	F	1983	186	95	Poland	POL	2008 Summer	2008	Summer	Beijing	NA
40680	Holger Glandorf	Handball	Handball Men's Handball	M	1983	195	88	Germany	GER	2008 Summer	2008	Summer	Beijing	NA
40681	Jonathan "Joe" Glanfield	Sailing	Sailing Men's Two Person Dinghy	M	1979	183	70	Great Britain	GBR	2008 Summer	2008	Summer	Beijing	Silver
40707	Josip Glasnovi	Shooting	Shooting Men's Trap	M	1983	178	82	Croatia	CRO	2008 Summer	2008	Summer	Beijing	NA
40714	Kimberly Marie "Kim" Glass	Volleyball	Volleyball Women's Volleyball	F	1985	190	75	United States	USA	2008 Summer	2008	Summer	Beijing	Silver
40766	Stewart Michael Glenister	Swimming	Swimming Men's 50 metres Freestyle	M	1989	nan	nan	American Samoa	ASA	2008 Summer	2008	Summer	Beijing	NA
40771	Susanne Glesnes	Beach Volleyball	Beach Volleyball Women's Beach Volleyball	F	1975	177	73	Norway-2	NOR	2008 Summer	2008	Summer	Beijing	NA
40774	Myriam Glez	Synchronized Swimming	Synchronized Swimming Women's Duet	F	1980	168	53	Australia	AUS	2008 Summer	2008	Summer	Beijing	NA
40774	Myriam Glez	Synchronized Swimming	Synchronized Swimming Women's Team	F	1980	168	53	Australia	AUS	2008 Summer	2008	Summer	Beijing	NA
40779	Magorzata Glinka-Mogentale	Volleyball	Volleyball Women's Volleyball	F	1979	190	84	Poland	POL	2008 Summer	2008	Summer	Beijing	NA
40786	Ina Gliznua	Athletics	Athletics Women's High Jump	F	1973	186	70	Moldova	MDA	2008 Summer	2008	Summer	Beijing	NA
40795	Desiree Guillermina Glod John	Volleyball	Volleyball Women's Volleyball	F	1983	176	64	Venezuela	VEN	2008 Summer	2008	Summer	Beijing	NA
40813	Anastasia Gloushkov Leventhal	Synchronized Swimming	Synchronized Swimming Women's Duet	F	1985	165	52	Israel	ISR	2008 Summer	2008	Summer	Beijing	NA
40835	Andreas Glyniadakis	Basketball	Basketball Men's Basketball	M	1982	216	115	Greece	GRE	2008 Summer	2008	Summer	Beijing	NA
40838	Nadezhda Sergeyevna Glyzina-Fedotova	Water Polo	Water Polo Women's Water Polo	F	1988	175	68	Russia	RUS	2008 Summer	2008	Summer	Beijing	NA
40839	Mads Glsner	Swimming	Swimming Men's 400 metres Freestyle	M	1989	191	81	Denmark	DEN	2008 Summer	2008	Summer	Beijing	NA
40839	Mads Glsner	Swimming	Swimming Men's 1,500 metres Freestyle	M	1989	191	81	Denmark	DEN	2008 Summer	2008	Summer	Beijing	NA
40865	Mathieu Gnanligo Fousseni	Athletics	Athletics Men's 400 metres	M	1987	180	70	Benin	BEN	2008 Summer	2008	Summer	Beijing	NA
40882	Go Gyeong-Su	Handball	Handball Men's Handball	M	1985	182	78	South Korea	KOR	2008 Summer	2008	Summer	Beijing	NA
40892	Tshomlee Cabanos Go	Taekwondo	Taekwondo Men's Flyweight	M	1984	176	58	Philippines	PHI	2008 Summer	2008	Summer	Beijing	NA
40897	Go Yeong-Min	Baseball	Baseball Men's Baseball	M	1984	182	73	South Korea	KOR	2008 Summer	2008	Summer	Beijing	Gold
40925	Besarion Gochashvili	Wrestling	Wrestling Men's Featherweight, Freestyle	M	1983	167	55	Georgia	GEO	2008 Summer	2008	Summer	Beijing	NA
40930	ivko Goci	Water Polo	Water Polo Men's Water Polo	M	1983	193	93	Serbia	SRB	2008 Summer	2008	Summer	Beijing	Bronze
40940	James Francis Goddard	Swimming	Swimming Men's 200 metres Individual Medley	M	1983	183	82	Great Britain	GBR	2008 Summer	2008	Summer	Beijing	NA
40944	Jernej Godec	Swimming	Swimming Men's 50 metres Freestyle	M	1986	190	95	Slovenia	SLO	2008 Summer	2008	Summer	Beijing	NA
40946	Sbastien Godefroid	Sailing	Sailing Mixed Multihull	M	1971	183	88	Belgium	BEL	2008 Summer	2008	Summer	Beijing	NA
40949	Jarosaw Godek	Rowing	Rowing Men's Coxless Pairs	M	1981	194	97	Poland	POL	2008 Summer	2008	Summer	Beijing	NA
40954	Maartje Goderie	Hockey	Hockey Women's Hockey	F	1984	158	50	Netherlands	NED	2008 Summer	2008	Summer	Beijing	Gold
40956	Damien Godet	Cycling	Cycling Men's BMX	M	1987	181	75	France	FRA	2008 Summer	2008	Summer	Beijing	NA
40964	Laurence Paul "Larry" Godfrey	Archery	Archery Men's Individual	M	1976	178	83	Great Britain	GBR	2008 Summer	2008	Summer	Beijing	NA
40964	Laurence Paul "Larry" Godfrey	Archery	Archery Men's Team	M	1976	178	83	Great Britain	GBR	2008 Summer	2008	Summer	Beijing	NA
40970	Yelena Mikhaylovna "Lena" Godina	Volleyball	Volleyball Women's Volleyball	F	1978	196	72	Russia	RUS	2008 Summer	2008	Summer	Beijing	NA
40986	Marshall Jonathan Godschalk	Rowing	Rowing Men's Lightweight Coxless Fours	M	1984	184	70	Netherlands	NED	2008 Summer	2008	Summer	Beijing	NA
41001	Tom Richard Goegebuer	Weightlifting	Weightlifting Men's Bantamweight	M	1975	164	56	Belgium	BEL	2008 Summer	2008	Summer	Beijing	NA
41025	Taniele Gofers	Water Polo	Water Polo Women's Water Polo	F	1985	183	80	Australia	AUS	2008 Summer	2008	Summer	Beijing	Bronze
41045	Lasha Gogit'idze	Wrestling	Wrestling Men's Featherweight, Greco-Roman	M	1987	164	55	Georgia	GEO	2008 Summer	2008	Summer	Beijing	NA
41056	Giorgi Gogshelidze	Wrestling	Wrestling Men's Heavyweight, Freestyle	M	1980	185	96	Georgia	GEO	2008 Summer	2008	Summer	Beijing	Bronze
41079	Maxime Goisset	Rowing	Rowing Men's Lightweight Double Sculls	M	1985	182	71	France	FRA	2008 Summer	2008	Summer	Beijing	NA
41083	Vaeceslav Gojan	Boxing	Boxing Men's Bantamweight	M	1983	162	56	Moldova	MDA	2008 Summer	2008	Summer	Beijing	Bronze
41086	Vladimir Gojkovi	Water Polo	Water Polo Men's Water Polo	M	1981	188	92	Montenegro	MNE	2008 Summer	2008	Summer	Beijing	NA
41102	Jure Goler	Cycling	Cycling Men's Road Race, Individual	M	1978	180	64	Slovenia	SLO	2008 Summer	2008	Summer	Beijing	NA
41107	Natalie Golda (-Benson)	Water Polo	Water Polo Women's Water Polo	F	1982	180	84	United States	USA	2008 Summer	2008	Summer	Beijing	Silver
41111	Philippe Goldberg	Hockey	Hockey Men's Hockey	M	1979	181	75	Belgium	BEL	2008 Summer	2008	Summer	Beijing	NA
41120	Anders Christian Golding	Shooting	Shooting Men's Skeet	M	1984	186	95	Denmark	DEN	2008 Summer	2008	Summer	Beijing	NA
41123	Grant Golding	Gymnastics	Gymnastics Men's Individual All-Around	M	1981	164	54	Canada	CAN	2008 Summer	2008	Summer	Beijing	NA
41123	Grant Golding	Gymnastics	Gymnastics Men's Team All-Around	M	1981	164	54	Canada	CAN	2008 Summer	2008	Summer	Beijing	NA
41123	Grant Golding	Gymnastics	Gymnastics Men's Floor Exercise	M	1981	164	54	Canada	CAN	2008 Summer	2008	Summer	Beijing	NA
41123	Grant Golding	Gymnastics	Gymnastics Men's Parallel Bars	M	1981	164	54	Canada	CAN	2008 Summer	2008	Summer	Beijing	NA
41123	Grant Golding	Gymnastics	Gymnastics Men's Rings	M	1981	164	54	Canada	CAN	2008 Summer	2008	Summer	Beijing	NA
41123	Grant Golding	Gymnastics	Gymnastics Men's Pommelled Horse	M	1981	164	54	Canada	CAN	2008 Summer	2008	Summer	Beijing	NA
41131	Tatyana Vladimirovna Goldobina	Shooting	Shooting Women's Small-Bore Rifle, Three Positions, 50 metres	F	1976	177	76	Russia	RUS	2008 Summer	2008	Summer	Beijing	NA
41136	Jennifer Carroll "Jen" Goldsack (-Beery)	Rowing	Rowing Women's Lightweight Double Sculls	F	1982	173	57	United States	USA	2008 Summer	2008	Summer	Beijing	NA
41141	Bjrn Goldschmidt	Canoeing	Canoeing Men's Kayak Fours, 1,000 metres	M	1980	184	90	Germany	GER	2008 Summer	2008	Summer	Beijing	Bronze
41181	Sara Goller (-Niedrig)	Beach Volleyball	Beach Volleyball Women's Beach Volleyball	F	1984	180	69	Germany-1	GER	2008 Summer	2008	Summer	Beijing	NA
41201	Anton Sergeyevich Golotsutskov	Gymnastics	Gymnastics Men's Individual All-Around	M	1985	165	63	Russia	RUS	2008 Summer	2008	Summer	Beijing	NA
41201	Anton Sergeyevich Golotsutskov	Gymnastics	Gymnastics Men's Team All-Around	M	1985	165	63	Russia	RUS	2008 Summer	2008	Summer	Beijing	NA
41201	Anton Sergeyevich Golotsutskov	Gymnastics	Gymnastics Men's Floor Exercise	M	1985	165	63	Russia	RUS	2008 Summer	2008	Summer	Beijing	Bronze
41201	Anton Sergeyevich Golotsutskov	Gymnastics	Gymnastics Men's Horse Vault	M	1985	165	63	Russia	RUS	2008 Summer	2008	Summer	Beijing	Bronze
41201	Anton Sergeyevich Golotsutskov	Gymnastics	Gymnastics Men's Horizontal Bar	M	1985	165	63	Russia	RUS	2008 Summer	2008	Summer	Beijing	NA
41201	Anton Sergeyevich Golotsutskov	Gymnastics	Gymnastics Men's Rings	M	1985	165	63	Russia	RUS	2008 Summer	2008	Summer	Beijing	NA
41201	Anton Sergeyevich Golotsutskov	Gymnastics	Gymnastics Men's Pommelled Horse	M	1985	165	63	Russia	RUS	2008 Summer	2008	Summer	Beijing	NA
41209	Luba Golovina	Trampolining	Trampolining Women's Individual	F	1990	171	52	Georgia	GEO	2008 Summer	2008	Summer	Beijing	NA
41217	Nataliya Yuryevna Golts	Wrestling	Wrestling Women's Lightweight, Freestyle	F	1986	164	55	Russia	RUS	2008 Summer	2008	Summer	Beijing	NA
41221	Yuliya Alekseyevna Golubchikova	Athletics	Athletics Women's Pole Vault	F	1983	175	54	Russia	RUS	2008 Summer	2008	Summer	Beijing	NA
41227	Carolin Elisabeth Golubytskyi (Wutz-)	Fencing	Fencing Women's Foil, Individual	F	1986	167	57	Germany	GER	2008 Summer	2008	Summer	Beijing	NA
41227	Carolin Elisabeth Golubytskyi (Wutz-)	Fencing	Fencing Women's Foil, Team	F	1986	167	57	Germany	GER	2008 Summer	2008	Summer	Beijing	NA
41233	Hossameldin Gomaa	Volleyball	Volleyball Men's Volleyball	M	1984	199	92	Egypt	EGY	2008 Summer	2008	Summer	Beijing	NA
41251	Beatriz Branquinho Gomes	Canoeing	Canoeing Women's Kayak Doubles, 500 metres	F	1980	169	63	Portugal	POR	2008 Summer	2008	Summer	Beijing	NA
41253	Diana Duarte Gomes	Swimming	Swimming Women's 100 metres Breaststroke	F	1989	167	54	Portugal	POR	2008 Summer	2008	Summer	Beijing	NA
41253	Diana Duarte Gomes	Swimming	Swimming Women's 200 metres Breaststroke	F	1989	167	54	Portugal	POR	2008 Summer	2008	Summer	Beijing	NA
41256	Fbio Gomes da Silva	Athletics	Athletics Men's Pole Vault	M	1983	178	74	Brazil	BRA	2008 Summer	2008	Summer	Beijing	NA
41260	Joaquim Brando Gomes	Basketball	Basketball Men's Basketball	M	1981	200	99	Angola	ANG	2008 Summer	2008	Summer	Beijing	NA
41266	Enezaide do Rosrio "Naide" da Vera Cruz Gomes	Athletics	Athletics Women's Long Jump	F	1980	181	70	Portugal	POR	2008 Summer	2008	Summer	Beijing	NA
41268	Paulo Jorge Caetano Gomes	Athletics	Athletics Men's Marathon	M	1973	173	69	Portugal	POR	2008 Summer	2008	Summer	Beijing	NA
41270	Thiago Gomes	Rowing	Rowing Men's Lightweight Double Sculls	M	1979	174	71	Brazil	BRA	2008 Summer	2008	Summer	Beijing	NA
41271	Ximene Gomes	Swimming	Swimming Women's 50 metres Freestyle	F	1990	170	58	Mozambique	MOZ	2008 Summer	2008	Summer	Beijing	NA
41286	David Gmez Martnez	Athletics	Athletics Men's Decathlon	M	1981	185	90	Spain	ESP	2008 Summer	2008	Summer	Beijing	NA
41292	Ernardo Andrs Gmez Caas	Volleyball	Volleyball Men's Volleyball	M	1982	195	90	Venezuela	VEN	2008 Summer	2008	Summer	Beijing	NA
41302	Francisco Javier Gmez Noya	Triathlon	Triathlon Men's Olympic Distance	M	1983	178	69	Spain	ESP	2008 Summer	2008	Summer	Beijing	NA
41309	Johana Rosalyx Gmez Sequera	Softball	Softball Women's Softball	F	1989	167	65	Venezuela	VEN	2008 Summer	2008	Summer	Beijing	NA
41341	Stuart Gomez	Badminton	Badminton Men's Singles	M	1983	175	62	Australia	AUS	2008 Summer	2008	Summer	Beijing	NA
41392	Nataliya Mikhaylovna Goncharova	Diving	Diving Women's Platform	F	1988	155	50	Russia	RUS	2008 Summer	2008	Summer	Beijing	NA
41395	Jozef Gnci	Shooting	Shooting Men's Small-Bore Rifle, Three Positions, 50 metres	M	1974	186	81	Slovakia	SVK	2008 Summer	2008	Summer	Beijing	NA
41395	Jozef Gnci	Shooting	Shooting Men's Small-Bore Rifle, Prone, 50 metres	M	1974	186	81	Slovakia	SVK	2008 Summer	2008	Summer	Beijing	NA
41403	Ivett Gonda	Taekwondo	Taekwondo Women's Flyweight	F	1986	171	49	Canada	CAN	2008 Summer	2008	Summer	Beijing	NA
41416	Gong Ja-Yeong	Judo	Judo Women's Half-Middleweight	F	1985	165	65	South Korea	KOR	2008 Summer	2008	Summer	Beijing	NA
41420	Gong Lijiao	Athletics	Athletics Women's Shot Put	F	1989	175	105	China	CHN	2008 Summer	2008	Summer	Beijing	NA
41428	Carlos Gngora Mercado	Boxing	Boxing Men's Middleweight	M	1989	181	78	Ecuador	ECU	2008 Summer	2008	Summer	Beijing	NA
41462	Alberto Ignacio Gonzlez Viaggio	Fencing	Fencing Men's Foil, Individual	M	1973	181	82	Argentina	ARG	2008 Summer	2008	Summer	Beijing	NA
41475	Andrs Jos Gonzlez	Swimming	Swimming Men's 200 metres Butterfly	M	1989	184	78	Argentina	ARG	2008 Summer	2008	Summer	Beijing	NA
41476	Andy Gonzlez Nez	Athletics	Athletics Men's 800 metres	M	1988	182	70	Cuba	CUB	2008 Summer	2008	Summer	Beijing	NA
41478	Angie Sabrina Gonzlez Garca	Cycling	Cycling Women's Road Race, Individual	F	1981	160	57	Venezuela	VEN	2008 Summer	2008	Summer	Beijing	NA
41484	Asley Gonzlez Montero	Judo	Judo Men's Middleweight	M	1990	179	90	Cuba	CUB	2008 Summer	2008	Summer	Beijing	NA
41486	Barbara Gonzlez Oteiza	Rhythmic Gymnastics	Rhythmic Gymnastics Women's Group	F	1985	173	54	Spain	ESP	2008 Summer	2008	Summer	Beijing	NA
41499	Driulys Gonzlez Morales	Judo	Judo Women's Half-Middleweight	F	1974	162	63	Cuba	CUB	2008 Summer	2008	Summer	Beijing	NA
41503	Enrique Gonzlez Eduardo	Equestrianism	Equestrianism Mixed Jumping, Individual	M	1964	176	77	Mexico	MEX	2008 Summer	2008	Summer	Beijing	NA
41503	Enrique Gonzlez Eduardo	Equestrianism	Equestrianism Mixed Jumping, Team	M	1964	176	77	Mexico	MEX	2008 Summer	2008	Summer	Beijing	NA
41508	Eva Nadia Gonzlez	Football	Football Women's Football	F	1988	175	68	Argentina	ARG	2008 Summer	2008	Summer	Beijing	NA
41511	Mara Fernanda Gonzlez Ramrez	Swimming	Swimming Women's 100 metres Backstroke	F	1990	174	58	Mexico	MEX	2008 Summer	2008	Summer	Beijing	NA
41511	Mara Fernanda Gonzlez Ramrez	Swimming	Swimming Women's 200 metres Backstroke	F	1990	174	58	Mexico	MEX	2008 Summer	2008	Summer	Beijing	NA
41512	Fernando Francisco Gonzlez Ciuffardi	Tennis	Tennis Men's Singles	M	1980	182	82	Chile	CHI	2008 Summer	2008	Summer	Beijing	Silver
41512	Fernando Francisco Gonzlez Ciuffardi	Tennis	Tennis Men's Doubles	M	1980	182	82	Chile	CHI	2008 Summer	2008	Summer	Beijing	NA
41544	Jonathan Gonzlez Ortz	Boxing	Boxing Men's Light-Welterweight	M	1989	180	64	Puerto Rico	PUR	2008 Summer	2008	Summer	Beijing	NA
41574	Lara Gonzlez Oteiza	Rhythmic Gymnastics	Rhythmic Gymnastics Women's Group	F	1986	180	54	Spain	ESP	2008 Summer	2008	Summer	Beijing	NA
41582	Luis Alberto Gonzlez Hurtado	Boxing	Boxing Men's Light-Heavyweight	M	1984	179	81	Venezuela	VEN	2008 Summer	2008	Summer	Beijing	NA
41586	Mailyn Gonzlez Pozo	Fencing	Fencing Women's Sabre, Individual	F	1981	178	71	Cuba	CUB	2008 Summer	2008	Summer	Beijing	NA
41594	Mara de los Angeles Gonzlez Tuarez	Athletics	Athletics Women's Javelin Throw	F	1982	nan	nan	Venezuela	VEN	2008 Summer	2008	Summer	Beijing	NA
41598	Mariana Isabel Gonzlez Parra	Fencing	Fencing Women's Foil, Individual	F	1980	158	53	Venezuela	VEN	2008 Summer	2008	Summer	Beijing	NA
41599	Mariana Alejandra Gonzlez Oliva Gulla	Hockey	Hockey Women's Hockey	F	1976	158	50	Argentina	ARG	2008 Summer	2008	Summer	Beijing	Bronze
41611	Mayra Gonzlez Borroto	Rowing	Rowing Women's Single Sculls	F	1968	180	81	Cuba	CUB	2008 Summer	2008	Summer	Beijing	NA
41619	Misleydis Gonzlez Tamayo	Athletics	Athletics Women's Shot Put	F	1978	186	83	Cuba	CUB	2008 Summer	2008	Summer	Beijing	NA
41623	Norberto Gonzlez Miranda	Baseball	Baseball Men's Baseball	M	1980	184	79	Cuba	CUB	2008 Summer	2008	Summer	Beijing	Silver
41643	Romn Javier Gonzlez	Basketball	Basketball Men's Basketball	M	1978	210	140	Argentina	ARG	2008 Summer	2008	Summer	Beijing	Bronze
41661	Yoanka Gonzlez Prez	Cycling	Cycling Women's Points Race	F	1976	168	59	Cuba	CUB	2008 Summer	2008	Summer	Beijing	Silver
41663	Yumari Gonzlez Valdinieso	Cycling	Cycling Women's Road Race, Individual	F	1979	170	61	Cuba	CUB	2008 Summer	2008	Summer	Beijing	NA
41674	Anna Goodale	Rowing	Rowing Women's Coxed Eights	F	1983	183	79	United States	USA	2008 Summer	2008	Summer	Beijing	Gold
41678	Timothy "Tim" Goodbody	Sailing	Sailing Mixed One Person Dinghy	M	1983	180	102	Ireland	IRL	2008 Summer	2008	Summer	Beijing	NA
41690	Bruce Gerard Goodin	Equestrianism	Equestrianism Mixed Jumping, Individual	M	1970	186	87	New Zealand	NZL	2008 Summer	2008	Summer	Beijing	NA
41690	Bruce Gerard Goodin	Equestrianism	Equestrianism Mixed Jumping, Team	M	1970	186	87	New Zealand	NZL	2008 Summer	2008	Summer	Beijing	NA
41695	Paul Martin Goodison	Sailing	Sailing Men's One Person Dinghy	M	1978	180	78	Great Britain	GBR	2008 Summer	2008	Summer	Beijing	Gold
41708	Hester Sophia Goodsell	Rowing	Rowing Women's Lightweight Double Sculls	F	1984	176	59	Great Britain	GBR	2008 Summer	2008	Summer	Beijing	NA
41773	Anita Grbicz	Handball	Handball Women's Handball	F	1983	173	55	Hungary	HUN	2008 Summer	2008	Summer	Beijing	NA
41776	Tatyana Igorevna Gorbunova	Rhythmic Gymnastics	Rhythmic Gymnastics Women's Group	F	1990	176	63	Russia	RUS	2008 Summer	2008	Summer	Beijing	Gold
41783	Andrey Aleksandrovich Gordeyev	Athletics	Athletics Men's Marathon	M	1974	182	68	Belarus	BLR	2008 Summer	2008	Summer	Beijing	NA
41790	Dmitry Gordiyenko	Swimming	Swimming Men's 200 metres Individual Medley	M	1986	180	75	Kazakhstan	KAZ	2008 Summer	2008	Summer	Beijing	NA
41790	Dmitry Gordiyenko	Swimming	Swimming Men's 400 metres Individual Medley	M	1986	180	75	Kazakhstan	KAZ	2008 Summer	2008	Summer	Beijing	NA
41819	Winston Alanzo Gordon	Judo	Judo Men's Middleweight	M	1977	187	90	Great Britain	GBR	2008 Summer	2008	Summer	Beijing	NA
41879	Melissa Anne Gorman	Swimming	Swimming Women's 800 metres Freestyle	F	1986	180	65	Australia	AUS	2008 Summer	2008	Summer	Beijing	NA
41879	Melissa Anne Gorman	Swimming	Swimming Women's 10 kilometres Open Water	F	1986	180	65	Australia	AUS	2008 Summer	2008	Summer	Beijing	NA
41910	Petar Gora	Shooting	Shooting Men's Air Rifle, 10 metres	M	1988	180	82	Croatia	CRO	2008 Summer	2008	Summer	Beijing	NA
41910	Petar Gora	Shooting	Shooting Men's Small-Bore Rifle, Three Positions, 50 metres	M	1988	180	82	Croatia	CRO	2008 Summer	2008	Summer	Beijing	NA
41910	Petar Gora	Shooting	Shooting Men's Small-Bore Rifle, Prone, 50 metres	M	1988	180	82	Croatia	CRO	2008 Summer	2008	Summer	Beijing	NA
41933	Florian Gosch	Beach Volleyball	Beach Volleyball Men's Beach Volleyball	M	1981	196	94	Austria-1	AUT	2008 Summer	2008	Summer	Beijing	NA
41939	Shelley-Anne Gosher	Fencing	Fencing Women's Sabre, Team	F	1979	165	59	South Africa	RSA	2008 Summer	2008	Summer	Beijing	NA
41977	Anna "Anya" Gostomelsky	Swimming	Swimming Women's 50 metres Freestyle	F	1981	164	57	Israel	ISR	2008 Summer	2008	Summer	Beijing	NA
41977	Anna "Anya" Gostomelsky	Swimming	Swimming Women's 100 metres Freestyle	F	1981	164	57	Israel	ISR	2008 Summer	2008	Summer	Beijing	NA
41977	Anna "Anya" Gostomelsky	Swimming	Swimming Women's 100 metres Backstroke	F	1981	164	57	Israel	ISR	2008 Summer	2008	Summer	Beijing	NA
41977	Anna "Anya" Gostomelsky	Swimming	Swimming Women's 100 metres Butterfly	F	1981	164	57	Israel	ISR	2008 Summer	2008	Summer	Beijing	NA
41985	Valerie Gotay	Judo	Judo Women's Lightweight	F	1974	160	57	United States	USA	2008 Summer	2008	Summer	Beijing	NA
41987	Marieta Gotfryd	Weightlifting	Weightlifting Women's Lightweight	F	1981	162	58	Poland	POL	2008 Summer	2008	Summer	Beijing	NA
42020	Daniela Gtz	Swimming	Swimming Women's 4 x 100 metres Freestyle Relay	F	1988	175	60	Germany	GER	2008 Summer	2008	Summer	Beijing	NA
42023	Rudolf Gtz	Athletics	Athletics Men's 400 metres	M	1983	178	67	Czech Republic	CZE	2008 Summer	2008	Summer	Beijing	NA
42029	Mathieu Goubel	Canoeing	Canoeing Men's Canadian Singles, 500 metres	M	1980	192	95	France	FRA	2008 Summer	2008	Summer	Beijing	NA
42029	Mathieu Goubel	Canoeing	Canoeing Men's Canadian Singles, 1,000 metres	M	1980	192	95	France	FRA	2008 Summer	2008	Summer	Beijing	NA
42032	Kara Goucher (Grgas-, Wheeler-)	Athletics	Athletics Women's 5,000 metres	F	1978	170	56	United States	USA	2008 Summer	2008	Summer	Beijing	NA
42032	Kara Goucher (Grgas-, Wheeler-)	Athletics	Athletics Women's 10,000 metres	F	1978	170	56	United States	USA	2008 Summer	2008	Summer	Beijing	NA
42050	Westley Gough	Cycling	Cycling Men's Team Pursuit, 4,000 metres	M	1988	185	78	New Zealand	NZL	2008 Summer	2008	Summer	Beijing	Bronze
42059	Georgia Gould	Cycling	Cycling Women's Mountainbike, Cross-Country	F	1980	175	61	United States	USA	2008 Summer	2008	Summer	Beijing	NA
42078	Abderrahim Al-Goumri	Athletics	Athletics Men's Marathon	M	1976	167	60	Morocco	MAR	2008 Summer	2008	Summer	Beijing	NA
42097	Yulieski Gourriel Castillo	Baseball	Baseball Men's Baseball	M	1984	180	74	Cuba	CUB	2008 Summer	2008	Summer	Beijing	Silver
42105	Sandra Maria Johanna Gouverneur	Softball	Softball Women's Softball	F	1977	184	83	Netherlands	NED	2008 Summer	2008	Summer	Beijing	NA
42124	Olga Alekseyevna Govortsova	Tennis	Tennis Women's Singles	F	1989	180	65	Belarus	BLR	2008 Summer	2008	Summer	Beijing	NA
42124	Olga Alekseyevna Govortsova	Tennis	Tennis Women's Doubles	F	1989	180	65	Belarus-2	BLR	2008 Summer	2008	Summer	Beijing	NA
42127	Vikas Shive Gowda	Athletics	Athletics Men's Discus Throw	M	1983	190	110	India	IND	2008 Summer	2008	Summer	Beijing	NA
42172	Mariya Aleksandrovna Grabovetskaya	Weightlifting	Weightlifting Women's Super-Heavyweight	F	1987	180	113	Kazakhstan	KAZ	2008 Summer	2008	Summer	Beijing	Bronze
42179	Maciej Tadeusz Grabowski	Sailing	Sailing Men's One Person Dinghy	M	1978	186	78	Poland	POL	2008 Summer	2008	Summer	Beijing	NA
42183	Bert Grabsch	Cycling	Cycling Men's Road Race, Individual	M	1975	179	79	Germany	GER	2008 Summer	2008	Summer	Beijing	NA
42183	Bert Grabsch	Cycling	Cycling Men's Individual Time Trial	M	1975	179	79	Germany	GER	2008 Summer	2008	Summer	Beijing	NA
42184	Igor Grabucea	Weightlifting	Weightlifting Men's Bantamweight	M	1976	154	56	Moldova	MDA	2008 Summer	2008	Summer	Beijing	NA
42185	Jurica "Juraj" Grabui	Athletics	Athletics Men's 110 metres Hurdles	M	1983	183	76	Croatia	CRO	2008 Summer	2008	Summer	Beijing	NA
42186	Aiga Grabuste	Athletics	Athletics Women's Heptathlon	F	1988	178	66	Latvia	LAT	2008 Summer	2008	Summer	Beijing	NA
42214	Lenua Nicoleta Grdinaru-Grasu	Athletics	Athletics Women's Discus Throw	F	1972	176	88	Romania	ROU	2008 Summer	2008	Summer	Beijing	NA
42217	Eva-Maria Gradwohl (Wilfing-)	Athletics	Athletics Women's Marathon	F	1973	168	57	Austria	AUT	2008 Summer	2008	Summer	Beijing	NA
42277	Kevin Graham	Water Polo	Water Polo Men's Water Polo	M	1986	198	94	Canada	CAN	2008 Summer	2008	Summer	Beijing	NA
42310	Gina Grain	Cycling	Cycling Women's Points Race	F	1974	162	54	Canada	CAN	2008 Summer	2008	Summer	Beijing	NA
42312	Katherine Jane Grainger	Rowing	Rowing Women's Quadruple Sculls	F	1976	183	78	Great Britain	GBR	2008 Summer	2008	Summer	Beijing	Silver
42320	Ruth del Carmen Grajeda Gonzlez	Athletics	Athletics Women's 4 x 400 metres Relay	F	1980	165	58	Mexico	MEX	2008 Summer	2008	Summer	Beijing	NA
42336	Oleg Mikhaylovich Grams	Handball	Handball Men's Handball	M	1984	200	103	Russia	RUS	2008 Summer	2008	Summer	Beijing	NA
42349	Luciana Granato	Rowing	Rowing Women's Lightweight Double Sculls	F	1978	170	58	Brazil	BRA	2008 Summer	2008	Summer	Beijing	NA
42352	Margherita Granbassi	Fencing	Fencing Women's Foil, Individual	F	1980	165	56	Italy	ITA	2008 Summer	2008	Summer	Beijing	Bronze
42352	Margherita Granbassi	Fencing	Fencing Women's Foil, Team	F	1980	165	56	Italy	ITA	2008 Summer	2008	Summer	Beijing	Bronze
42373	Yoris Grandjean	Swimming	Swimming Men's 50 metres Freestyle	M	1989	186	72	Belgium	BEL	2008 Summer	2008	Summer	Beijing	NA
42373	Yoris Grandjean	Swimming	Swimming Men's 100 metres Freestyle	M	1989	186	72	Belgium	BEL	2008 Summer	2008	Summer	Beijing	NA
42401	Sergey Yuryevich Grankin	Volleyball	Volleyball Men's Volleyball	M	1985	195	96	Russia	RUS	2008 Summer	2008	Summer	Beijing	Bronze
42402	Svetlana Anatolyevna Grankovskaya	Cycling	Cycling Women's Sprint	F	1976	165	68	Russia	RUS	2008 Summer	2008	Summer	Beijing	NA
42405	Petra Madelein Granlund	Swimming	Swimming Women's 4 x 200 metres Freestyle Relay	F	1988	172	66	Sweden	SWE	2008 Summer	2008	Summer	Beijing	NA
