id	name	sex	birthyear	height	weight	team	noc	games	year	season	city	sport	event	medal	BMI
4676	Onyekachi Apam	M	1987	180	79	Nigeria	NGR	2008 Summer	2008	Summer	Beijing	Football	Football Men's Football	Silver	24.382716049382715
4698	Tiago Andr Barata Feio Peixoto Apolnia	M	1986	185	76	Portugal	POR	2008 Summer	2008	Summer	Beijing	Table Tennis	Table Tennis Men's Singles	NA	22.205989773557338
4765	Ryan Paolo Arabejo	M	1990	173	63	Philippines	PHI	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Men's 1,500 metres Freestyle	NA	21.04981790236894
4768	Yekaterina Arabova	F	1984	165	57	Turkmenistan	TKM	2008 Summer	2008	Summer	Beijing	Shooting	Shooting Women's Air Rifle, 10 metres	NA	20.9366391184573
4791	Takahiro Arai	M	1977	189	95	Japan	JPN	2008 Summer	2008	Summer	Beijing	Baseball	Baseball Men's Baseball	NA	26.595000139973685
4796	Ronalds Arjs	M	1988	179	82	Latvia	LAT	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's 200 metres	NA	25.59220998096189
4797	Eriko Arakawa	F	1980	166	57	Japan	JPN	2008 Summer	2008	Summer	Beijing	Football	Football Women's Football	NA	20.685150239512268
4801	Erika Araki	F	1984	186	78	Japan	JPN	2008 Summer	2008	Summer	Beijing	Volleyball	Volleyball Women's Volleyball	NA	22.545959070412767
4803	Masahiro Araki	M	1978	180	74	Japan	JPN	2008 Summer	2008	Summer	Beijing	Baseball	Baseball Men's Baseball	NA	22.83950617283951
4814	Juan Jos Aramburu Amorena	M	1982	170	83	Spain	ESP	2008 Summer	2008	Summer	Beijing	Shooting	Shooting Men's Skeet	NA	28.719723183391004
4816	Zuleima Aramendiz Meja	F	1976	172	85	Colombia	COL	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Women's Javelin Throw	NA	28.731746890210925
4827	Juan Esteban Arango Carvajal	M	1987	172	62	Colombia	COL	2008 Summer	2008	Summer	Beijing	Cycling	Cycling Men's Team Pursuit, 4,000 metres	NA	20.9572742022715
4891	Eduard Arbs Borras	M	1983	174	70	Spain	ESP	2008 Summer	2008	Summer	Beijing	Hockey	Hockey Men's Hockey	Silver	23.120623596247853
4930	Richard Archibald	M	1978	183	70	Ireland	IRL	2008 Summer	2008	Summer	Beijing	Rowing	Rowing Men's Lightweight Coxless Fours	NA	20.902385858042937
4932	Ryan Archibald	M	1981	186	78	New Zealand	NZL	2008 Summer	2008	Summer	Beijing	Hockey	Hockey Men's Hockey	NA	22.545959070412767
4939	Giulia Arcioni	F	1986	171	55	Italy	ITA	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Women's 4 x 100 metres Relay	NA	18.809206251496185
4947	Sailom Ard	M	1986	172	57	Thailand	THA	2008 Summer	2008	Summer	Beijing	Boxing	Boxing Men's Featherweight	NA	19.2671714440238
4976	Yenima Arencibia Barrisontes	F	1985	167	55	Cuba	CUB	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Women's 100 metres Hurdles	NA	19.721036967980204
4977	Yordanis Arencibia Verdecia	M	1980	167	66	Cuba	CUB	2008 Summer	2008	Summer	Beijing	Judo	Judo Men's Half-Lightweight	Bronze	23.66524436157625
5004	Alfredo Arvalo Reyes	M	1976	162	52	Guatemala	GUA	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's Marathon	NA	19.814052735863434
5008	Rafael Edgardo Arvalo Gonzlez	M	1986	180	76	El Salvador	ESA	2008 Summer	2008	Summer	Beijing	Tennis	Tennis Men's Singles	NA	23.45679012345679
5075	Dilshod Aripov	M	1977	170	60	Uzbekistan	UZB	2008 Summer	2008	Summer	Beijing	Wrestling	Wrestling Men's Lightweight, Greco-Roman	NA	20.761245674740486
5092	Mohamed Al-Arjaoui	M	1987	185	91	Morocco	MAR	2008 Summer	2008	Summer	Beijing	Boxing	Boxing Men's Heavyweight	NA	26.588750913075238
5098	Anna Arkhipenko	F	1983	175	62	Belarus	BLR	2008 Summer	2008	Summer	Beijing	Modern Pentathlon	Modern Pentathlon Women's Individual	NA	20.24489795918367
5103	Yuliya Vladimirovna Arkhipova-Andreyeva	F	1984	168	51	Kyrgyzstan	KGZ	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Women's Marathon	NA	18.069727891156464
5113	Catherine Marie Joelle "Cath" Arlove	F	1971	168	64	Australia	AUS	2008 Summer	2008	Summer	Beijing	Judo	Judo Women's Half-Middleweight	NA	22.675736961451246
5134	Romina Armellini	F	1985	171	63	Italy	ITA	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Women's 100 metres Backstroke	NA	21.545090797168356
5134	Romina Armellini	F	1985	171	63	Italy	ITA	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Women's 4 x 100 metres Medley Relay	NA	21.545090797168356
5150	Aaron Nigel Armstrong	M	1978	173	70	Trinidad and Tobago	TTO	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's 200 metres	NA	23.38868655818771
5150	Aaron Nigel Armstrong	M	1978	173	70	Trinidad and Tobago	TTO	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's 4 x 100 metres Relay	Gold	23.38868655818771
5152	Elizabeth "Betsey" Armstrong	F	1983	188	77	United States	USA	2008 Summer	2008	Summer	Beijing	Water Polo	Water Polo Women's Water Polo	Silver	21.785875961973744
5159	Dylan Armstrong	M	1981	190	125	Canada	CAN	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's Shot Put	Bronze	34.62603878116344
5167	Kristin Ann Armstrong (-Savola)	F	1974	173	58	United States	USA	2008 Summer	2008	Summer	Beijing	Cycling	Cycling Women's Road Race, Individual	NA	19.37919743392696
5167	Kristin Ann Armstrong (-Savola)	F	1974	173	58	United States	USA	2008 Summer	2008	Summer	Beijing	Cycling	Cycling Women's Individual Time Trial	Gold	19.37919743392696
5175	Grta Arn	F	1979	180	70	Hungary	HUN	2008 Summer	2008	Summer	Beijing	Tennis	Tennis Women's Doubles	NA	21.604938271604937
5183	rn Arnarson	M	1982	193	87	Iceland	ISL	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Men's 100 metres Freestyle	NA	23.35633171360305
5183	rn Arnarson	M	1982	193	87	Iceland	ISL	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Men's 100 metres Backstroke	NA	23.35633171360305
5184	rni Mr rnason	M	1988	194	85	Iceland	ISL	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Men's 50 metres Freestyle	NA	22.584759273036454
5198	Judith Arndt	F	1976	173	59	Germany	GER	2008 Summer	2008	Summer	Beijing	Cycling	Cycling Women's Road Race, Individual	NA	19.713321527615356
5198	Judith Arndt	F	1976	173	59	Germany	GER	2008 Summer	2008	Summer	Beijing	Cycling	Cycling Women's Individual Time Trial	NA	19.713321527615356
5233	Virginie Arnold	F	1980	155	50	France	FRA	2008 Summer	2008	Summer	Beijing	Archery	Archery Women's Individual	NA	20.811654526534863
5233	Virginie Arnold	F	1980	155	50	France	FRA	2008 Summer	2008	Summer	Beijing	Archery	Archery Women's Team	Bronze	20.811654526534863
5257	Ida Maria Aronsson	F	1984	176	62	Sweden	SWE	2008 Summer	2008	Summer	Beijing	Football	Football Women's Football	NA	20.015495867768593
5289	Niklas Bo Arrhenius	M	1983	194	122	Sweden	SWE	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's Discus Throw	NA	32.41577213306409
5293	Marco Antonio Arriagada Quinchel	M	1976	167	58	Chile	CHI	2008 Summer	2008	Summer	Beijing	Cycling	Cycling Men's Points Race	NA	20.7967298935064
5295	Ysica Arrin	F	1980	172	62	Argentina	ARG	2008 Summer	2008	Summer	Beijing	Football	Football Women's Football	NA	20.9572742022715
5298	Jacob Joseph "Jake" Arrieta	M	1986	193	102	United States	USA	2008 Summer	2008	Summer	Beijing	Baseball	Baseball Men's Baseball	Bronze	27.383285457327712
5305	Jessica Nicole "Nic" Arrold	F	1982	166	63	Australia	AUS	2008 Summer	2008	Summer	Beijing	Hockey	Hockey Women's Hockey	NA	22.8625344752504
5306	Christine Arron	F	1974	177	64	France	FRA	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Women's 100 metres	NA	20.428357113217785
5320	McJoe Arroyo Acevedo	M	1986	163	54	Puerto Rico	PUR	2008 Summer	2008	Summer	Beijing	Boxing	Boxing Men's Bantamweight	NA	20.324438255109335
5321	McWilliams Arroyo Acevedo	M	1986	163	51	Puerto Rico	PUR	2008 Summer	2008	Summer	Beijing	Boxing	Boxing Men's Flyweight	NA	19.195302796492154
5345	mer Arslanolu	M	1988	180	84	Turkey	TUR	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Men's 200 metres Breaststroke	NA	25.925925925925924
5353	Yevgeniya Viktorovna Artamonova-Estes	F	1975	191	75	Russia	RUS	2008 Summer	2008	Summer	Beijing	Volleyball	Volleyball Women's Volleyball	NA	20.55864696691428
5355	Bakhtiyar Garifulayevich Artayev	M	1983	183	75	Kazakhstan	KAZ	2008 Summer	2008	Summer	Beijing	Boxing	Boxing Men's Middleweight	NA	22.39541341933172
5363	Alexander Vladimirovich "Sasha" Artemev	M	1986	168	nan	United States	USA	2008 Summer	2008	Summer	Beijing	Gymnastics	Gymnastics Men's Individual All-Around	NA	
5363	Alexander Vladimirovich "Sasha" Artemev	M	1986	168	nan	United States	USA	2008 Summer	2008	Summer	Beijing	Gymnastics	Gymnastics Men's Team All-Around	Bronze	
5363	Alexander Vladimirovich "Sasha" Artemev	M	1986	168	nan	United States	USA	2008 Summer	2008	Summer	Beijing	Gymnastics	Gymnastics Men's Floor Exercise	NA	
5363	Alexander Vladimirovich "Sasha" Artemev	M	1986	168	nan	United States	USA	2008 Summer	2008	Summer	Beijing	Gymnastics	Gymnastics Men's Parallel Bars	NA	
5363	Alexander Vladimirovich "Sasha" Artemev	M	1986	168	nan	United States	USA	2008 Summer	2008	Summer	Beijing	Gymnastics	Gymnastics Men's Horizontal Bar	NA	
5363	Alexander Vladimirovich "Sasha" Artemev	M	1986	168	nan	United States	USA	2008 Summer	2008	Summer	Beijing	Gymnastics	Gymnastics Men's Rings	NA	
5363	Alexander Vladimirovich "Sasha" Artemev	M	1986	168	nan	United States	USA	2008 Summer	2008	Summer	Beijing	Gymnastics	Gymnastics Men's Pommelled Horse	NA	
5391	Sedat Artu	M	1976	162	56	Turkey	TUR	2008 Summer	2008	Summer	Beijing	Weightlifting	Weightlifting Men's Bantamweight	NA	21.33821063862216
5393	Eleni Artymata	F	1986	177	62	Cyprus	CYP	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Women's 200 metres	NA	19.789970953429727
5398	Sergey Yevgenyevich Artyukhin	M	1977	187	120	Belarus	BLR	2008 Summer	2008	Summer	Beijing	Wrestling	Wrestling Men's Super-Heavyweight, Greco-Roman	NA	34.31610855329006
5411	Peninah Arusei Jerop	F	1979	165	51	Kenya	KEN	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Women's 10,000 metres	NA	18.732782369146005
5416	Vasiliki "Viky" Arvaniti	F	1985	177	68	Greece-2	GRE	2008 Summer	2008	Summer	Beijing	Beach Volleyball	Beach Volleyball Women's Beach Volleyball	NA	21.7051294327939
5423	Kurt Asle Arvesen	M	1975	183	74	Norway	NOR	2008 Summer	2008	Summer	Beijing	Cycling	Cycling Men's Road Race, Individual	NA	22.096807907073966
5425	Jan Magnus Arvidsson	M	1983	191	100	Sweden	SWE	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's Javelin Throw	NA	27.411529289219043
5428	Lena Sofia Alexandra Arvidsson	F	1984	176	69	Sweden	SWE	2008 Summer	2008	Summer	Beijing	Tennis	Tennis Women's Singles	NA	22.275309917355372
5432	Andrey Nikolayevich Aryamnov	M	1988	172	105	Belarus	BLR	2008 Summer	2008	Summer	Beijing	Weightlifting	Weightlifting Men's Heavyweight	Gold	35.49215792320173
5434	Tatyana Alekseyevna Aryasova (Khmeleva-)	F	1979	168	50	Russia	RUS	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Women's 10,000 metres	NA	17.715419501133788
5449	Quiarol Lenn Arz Flores	M	1985	183	83	Honduras	HON	2008 Summer	2008	Summer	Beijing	Football	Football Men's Football	NA	24.784257517393772
5453	Laura Asadauskait-Zadneprovskien	F	1984	160	49	Lithuania	LTU	2008 Summer	2008	Summer	Beijing	Modern Pentathlon	Modern Pentathlon Women's Individual	NA	19.140625
5456	Nobuharu Asahara	M	1972	179	76	Japan	JPN	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's 100 metres	NA	23.719609250647608
5456	Nobuharu Asahara	M	1972	179	76	Japan	JPN	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's 4 x 100 metres Relay	Silver	23.719609250647608
5457	Kentaro Asahi	M	1976	199	95	Japan	JPN	2008 Summer	2008	Summer	Beijing	Beach Volleyball	Beach Volleyball Men's Beach Volleyball	NA	23.989293199666676
5500	Sergei Aschwanden	M	1976	181	92	Switzerland	SUI	2008 Summer	2008	Summer	Beijing	Judo	Judo Men's Middleweight	Bronze	28.082170873904946
5516	Gashaw Asfaw Melese	M	1979	168	51	Ethiopia	ETH	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's Marathon	NA	18.069727891156464
5520	Sturla sgeirsson	M	1980	182	80	Iceland	ISL	2008 Summer	2008	Summer	Beijing	Handball	Handball Men's Handball	Silver	24.151672503320857
5532	Glenn Ashby	M	1978	170	76	Australia	AUS	2008 Summer	2008	Summer	Beijing	Sailing	Sailing Mixed Multihull	Silver	26.297577854671278
5546	Carla Frances Ashford	F	1979	182	79	Great Britain	GBR	2008 Summer	2008	Summer	Beijing	Rowing	Rowing Women's Coxed Eights	NA	23.849776597029347
5559	Thomas John Mitchell "Tom" Ashley	M	1984	188	70	New Zealand	NZL	2008 Summer	2008	Summer	Beijing	Sailing	Sailing Men's Windsurfer	Gold	19.805341783612494
5568	Zeeshan Ashraf	M	1977	178	65	Pakistan	PAK	2008 Summer	2008	Summer	Beijing	Hockey	Hockey Men's Hockey	NA	20.515086478979928
5589	Alexandra Asimaki	F	1988	171	61	Greece	GRE	2008 Summer	2008	Summer	Beijing	Water Polo	Water Polo Women's Water Polo	NA	20.861119660750315
5597	Hossein Askari	M	1975	179	73	Iran	IRI	2008 Summer	2008	Summer	Beijing	Cycling	Cycling Men's Road Race, Individual	NA	22.783308885490467
5597	Hossein Askari	M	1975	179	73	Iran	IRI	2008 Summer	2008	Summer	Beijing	Cycling	Cycling Men's Individual Time Trial	NA	22.783308885490467
5612	Ben Askren	M	1984	180	74	United States	USA	2008 Summer	2008	Summer	Beijing	Wrestling	Wrestling Men's Middleweight, Freestyle	NA	22.83950617283951
5627	Samvel Ovikovich Aslanyan	M	1986	187	85	Russia	RUS	2008 Summer	2008	Summer	Beijing	Handball	Handball Men's Handball	NA	24.307243558580456
5639	Yared Asmerom Tesfit	M	1980	171	58	Eritrea	ERI	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's Marathon	NA	19.835162956123252
5650	Dina Aspandiyarova	F	1976	158	65	Australia	AUS	2008 Summer	2008	Summer	Beijing	Shooting	Shooting Women's Air Pistol, 10 metres	NA	26.037493991347542
5650	Dina Aspandiyarova	F	1976	158	65	Australia	AUS	2008 Summer	2008	Summer	Beijing	Shooting	Shooting Women's Sporting Pistol, 25 metres	NA	26.037493991347542
5652	Simon Olof Karl Aspelin	M	1974	185	79	Sweden-2	SWE	2008 Summer	2008	Summer	Beijing	Tennis	Tennis Men's Doubles	Silver	23.08254200146092
5672	Ne'matullo Asronqulov	M	1982	188	90	Tajikistan	TJK	2008 Summer	2008	Summer	Beijing	Judo	Judo Men's Middleweight	NA	25.464010864644635
5686	Meskerem Assefa Legesse (Wondimagegn)	F	1986	161	43	Ethiopia	ETH	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Women's 1,500 metres	NA	16.58886617028664
5687	Sofia Assefa Abebe	F	1988	167	52	Ethiopia	ETH	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Women's 3,000 metres Steeplechase	NA	18.645344042454013
5739	Jorge Nicols Atalah Moya	M	1969	170	70	Chile	CHI	2008 Summer	2008	Summer	Beijing	Shooting	Shooting Men's Skeet	NA	24.22145328719723
5760	Nikolay Atanasov Atanasov	M	1975	187	75	Bulgaria	BUL	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's Long Jump	NA	21.447567845806287
5774	Serkan Atasay	M	1970	176	70	Turkey	TUR	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Men's 200 metres Individual Medley	NA	22.598140495867767
5776	Demir Atasoy	M	1987	192	85	Turkey	TUR	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Men's 100 metres Breaststroke	NA	23.057725694444446
5778	Abbos Atayev	M	1986	186	75	Uzbekistan	UZB	2008 Summer	2008	Summer	Beijing	Boxing	Boxing Men's Light-Heavyweight	NA	21.67880679847381
5808	Teddy H. Atine-Venel	M	1985	184	77	France	FRA	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's 4 x 400 metres Relay	NA	22.743383742911153
5813	Derrick Atkins	M	1984	185	88	Bahamas	BAH	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's 100 metres	NA	25.712198685171657
5817	Alia Shanee Atkinson	F	1989	172	71	Jamaica	JAM	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Women's 200 metres Breaststroke	NA	23.99945916711736
5820	Courtney Atkinson	M	1980	176	68	Australia	AUS	2008 Summer	2008	Summer	Beijing	Triathlon	Triathlon Men's Olympic Distance	NA	21.952479338842977
5825	Jevon Atkinson	M	1984	173	73	Jamaica	JAM	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Men's 50 metres Freestyle	NA	24.391058839252896
5832	Arnr Atlason	M	1984	191	91	Iceland	ISL	2008 Summer	2008	Summer	Beijing	Handball	Handball Men's Handball	Silver	24.94449165318933
5838	Igor Stepanovich Atrokhov	M	1960	175	70	Russia	RUS	2008 Summer	2008	Summer	Beijing	Equestrianism	Equestrianism Mixed Three-Day Event, Individual	NA	22.857142857142858
5842	Safouane Attaf	M	1984	178	81	Morocco	MAR	2008 Summer	2008	Summer	Beijing	Judo	Judo Men's Half-Middleweight	NA	25.564953919959603
5850	Charlene Maria Attard	F	1987	167	60	Malta	MLT	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Women's 100 metres	NA	21.51385851052386
5851	Teneal Attard	F	1985	161	59	Australia	AUS	2008 Summer	2008	Summer	Beijing	Hockey	Hockey Women's Hockey	NA	22.761467535974692
5867	Mohamed Attoumane	M	1982	nan	nan	Comoros	COM	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Men's 50 metres Freestyle	NA	
5886	Hoi Shun "Stephanie" Au	F	1992	172	56	Hong Kong	HKG	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Women's 200 metres Freestyle	NA	18.929150892374256
5886	Hoi Shun "Stephanie" Au	F	1992	172	56	Hong Kong	HKG	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Women's 400 metres Freestyle	NA	18.929150892374256
5886	Hoi Shun "Stephanie" Au	F	1992	172	56	Hong Kong	HKG	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Women's 800 metres Freestyle	NA	18.929150892374256
5889	Ott Zsolt Aubli	M	1975	186	110	Hungary	HUN	2008 Summer	2008	Summer	Beijing	Wrestling	Wrestling Men's Super-Heavyweight, Freestyle	NA	31.79558330442826
5950	Judith Augoustides (Deister-)	F	1975	187	74	South Africa	RSA	2008 Summer	2008	Summer	Beijing	Beach Volleyball	Beach Volleyball Women's Beach Volleyball	NA	21.16160027452887
5955	Marlon August-Accio	M	1982	180	81	South Africa	RSA	2008 Summer	2008	Summer	Beijing	Judo	Judo Men's Lightweight	NA	25.0
5958	Azea Augustama	M	1983	180	81	Haiti	HAI	2008 Summer	2008	Summer	Beijing	Boxing	Boxing Men's Light-Heavyweight	NA	25.0
5967	Jssica de Barros Augusto	F	1982	162	44	Portugal	POR	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Women's 5,000 metres	NA	16.765736930345984
5967	Jssica de Barros Augusto	F	1982	162	44	Portugal	POR	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Women's 3,000 metres Steeplechase	NA	16.765736930345984
5971	Seimone Delicia Augustus	F	1984	183	74	United States	USA	2008 Summer	2008	Summer	Beijing	Basketball	Basketball Women's Basketball	Gold	22.096807907073966
5972	Olutoyin "Toyin" Augustus	F	1980	175	68	Nigeria	NGR	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Women's 100 metres Hurdles	NA	22.204081632653065
5973	John Lee Augustyn	M	1987	178	65	South Africa	RSA	2008 Summer	2008	Summer	Beijing	Cycling	Cycling Men's Road Race, Individual	NA	20.515086478979928
5974	Kamila Anna Augustyn	F	1982	168	62	Poland	POL	2008 Summer	2008	Summer	Beijing	Badminton	Badminton Women's Singles	NA	21.967120181405896
5975	Rafa Augustyn	M	1984	180	82	Poland	POL	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's 20 kilometres Walk	NA	25.308641975308642
6023	Ben Austin	M	1982	185	78	Australia	AUS	2008 Summer	2008	Summer	Beijing	Sailing	Sailing Mixed Skiff	NA	22.790357925493062
6032	Shrone Austin	F	1989	175	70	Seychelles	SEY	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Women's 400 metres Freestyle	NA	22.857142857142858
6073	Anton Alekseyevich Avdeyev	M	1987	174	85	Russia	RUS	2008 Summer	2008	Summer	Beijing	Fencing	Fencing Men's epee, Individual	NA	28.075042938300964
6091	Aleksandr "Alex" Averbukh	M	1975	178	76	Israel	ISR	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's Pole Vault	NA	23.98687034465345
6096	Mattia Aversa	M	1986	179	71	Italy	ITA	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Men's 200 metres Backstroke	NA	22.15910864205237
6098	James B. Avery	M	1984	189	95	Canada	CAN	2008 Summer	2008	Summer	Beijing	Baseball	Baseball Men's Baseball	NA	26.595000139973685
6106	Hollie May Avil	F	1990	175	62	Great Britain	GBR	2008 Summer	2008	Summer	Beijing	Triathlon	Triathlon Women's Olympic Distance	NA	20.24489795918367
6126	Mariana Avitia Martnez	F	1994	164	61	Mexico	MEX	2008 Summer	2008	Summer	Beijing	Archery	Archery Women's Individual	NA	22.67995240928019
6130	Nazmi Avluca	M	1977	177	84	Turkey	TUR	2008 Summer	2008	Summer	Beijing	Wrestling	Wrestling Men's Light-Heavyweight, Greco-Roman	Bronze	26.812218711098343
6137	Roman Valeriyovych Avramenko	M	1988	185	90	Ukraine	UKR	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's Javelin Throw	NA	26.29656683710738
6157	Baraah Awadallah Marouane	F	1992	164	52	Jordan	JOR	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Women's 800 metres	NA	19.33372992266508
6160	Mohd Azizulhasni Awang	M	1988	166	69	Malaysia	MAS	2008 Summer	2008	Summer	Beijing	Cycling	Cycling Men's Sprint	NA	25.039918710988534
6160	Mohd Azizulhasni Awang	M	1988	166	69	Malaysia	MAS	2008 Summer	2008	Summer	Beijing	Cycling	Cycling Men's Keirin	NA	25.039918710988534
6160	Mohd Azizulhasni Awang	M	1988	166	69	Malaysia	MAS	2008 Summer	2008	Summer	Beijing	Cycling	Cycling Men's Team Sprint	NA	25.039918710988534
6165	Daniel James Awde	M	1988	182	75	Great Britain	GBR	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's Decathlon	NA	22.642192971863302
6197	Jacinto de Jess Ayala Benjamin	M	1987	155	73	Dominican Republic	DOM	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Men's 50 metres Freestyle	NA	30.385015608740897
6222	Merve Aydn	F	1990	170	57	Turkey	TUR	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Women's 800 metres	NA	19.723183391003463
6241	Camille Anas Ayglon-Saurina	F	1985	180	66	France	FRA	2008 Summer	2008	Summer	Beijing	Handball	Handball Women's Handball	NA	20.37037037037037
6256	Luciana Paula "Lucha" Aymar	F	1978	178	59	Argentina	ARG	2008 Summer	2008	Summer	Beijing	Hockey	Hockey Women's Hockey	Bronze	18.62138618861255
6269	David Valeryevich Ayrapetyan	M	1984	158	49	Russia	RUS	2008 Summer	2008	Summer	Beijing	Boxing	Boxing Men's Light-Flyweight	NA	19.628264701169684
6272	Sanjay Claude Ayre	M	1980	188	84	Jamaica	JAM	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's 400 metres	NA	23.766410140334994
6272	Sanjay Claude Ayre	M	1980	188	84	Jamaica	JAM	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's 4 x 400 metres Relay	NA	23.766410140334994
6278	Sarah Lianne Ayton (-Dempsey)	F	1980	167	63	Great Britain	GBR	2008 Summer	2008	Summer	Beijing	Sailing	Sailing Women's Three Person Keelboat	Gold	22.589551436050055
6295	Saeed Azarbayjani	M	1975	173	60	Canada	CAN	2008 Summer	2008	Summer	Beijing	Wrestling	Wrestling Men's Lightweight, Freestyle	NA	20.047445621303755
6296	Viktoriya Fyodorovna "Vika" Azarenko	F	1989	183	60	Belarus	BLR	2008 Summer	2008	Summer	Beijing	Tennis	Tennis Women's Singles	NA	17.916330735465376
6296	Viktoriya Fyodorovna "Vika" Azarenko	F	1989	183	60	Belarus-1	BLR	2008 Summer	2008	Summer	Beijing	Tennis	Tennis Women's Doubles	NA	17.916330735465376
6298	Tatyana Nikolayevna Azarova	F	1986	165	54	Kazakhstan	KAZ	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Women's 400 metres Hurdles	NA	19.834710743801654
6317	Anthony Lawrence "Tony" Azevedo	M	1982	186	90	United States	USA	2008 Summer	2008	Summer	Beijing	Water Polo	Water Polo Men's Water Polo	Silver	26.014568158168576
6336	Masoud Azizi	M	1985	168	64	Afghanistan	AFG	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's 100 metres	NA	22.675736961451246
6344	Mnica Azn Canalda	F	1973	164	60	Spain	ESP	2008 Summer	2008	Summer	Beijing	Sailing	Sailing Women's Three Person Keelboat	NA	22.3081499107674
6345	Sandra Azn Canalda	F	1974	171	68	Spain	ESP	2008 Summer	2008	Summer	Beijing	Sailing	Sailing Women's Three Person Keelboat	NA	23.255018638213468
6372	Hassane Azzoun	M	1980	188	100	Algeria	ALG	2008 Summer	2008	Summer	Beijing	Judo	Judo Men's Half-Heavyweight	NA	28.293345405160704
6378	Khathia B	F	1991	168	61	Senegal	SEN	2008 Summer	2008	Summer	Beijing	Canoeing	Canoeing Women's Kayak Singles, 500 metres	NA	21.61281179138322
6389	Mehdi Abdelhafid Baala	M	1979	183	65	France	FRA	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's 1,500 metres	Bronze	19.409358296754156
6406	Jaroslav Bba	M	1985	199	86	Czech Republic	CZE	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's High Jump	NA	21.716623317592987
6408	Youssef Baba	M	1980	176	58	Morocco	MAR	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's 1,500 metres	NA	18.72417355371901
6445	Tom Bbek	M	1987	186	84	Czech Republic	CZE	2008 Summer	2008	Summer	Beijing	Cycling	Cycling Men's Team Sprint	NA	24.28026361429067
6446	Ryan Guno Babel	M	1987	185	74	Netherlands	NED	2008 Summer	2008	Summer	Beijing	Football	Football Men's Football	NA	21.62162162162162
6461	Sergey Babikov	M	1968	170	100	Tajikistan	TJK	2008 Summer	2008	Summer	Beijing	Shooting	Shooting Men's Air Pistol, 10 metres	NA	34.602076124567475
